anvisningsenhedsNummer;anvisningsenhedsNavn;dawaID;vejNavn;husNummer;supplerendeBynavn;postNummer;byNavn;kommuneKode;etage;doer;geoBredde;geoLaengde;vejKode;instType3;email;telefonNummer;cvrNummer;pNummer;senestOpdateret;daginstitutionsNummer
G19810;Daginstitutionen Stjernehuset;8dde5998-98df-4be6-9632-fdde600d6ec7;Enghøj Alle;1;;8920;Randers NV;730;;;56.48599513;9.995799;451;6012;stjernehuset@randers.dk;89159600;29189668;1004245423;14-01-2021 08:15:29;G19789
G20093;Børnehuset Regnbuen;0a3f5094-d23f-32b8-e044-0003ba298018;Skelvangsvej;193;;8920;Randers NV;730;;;56.48836169;10.01424496;1799;6012;Regnbuen@randers.dk;89159696;29189668;1003357874;26-06-2020 12:46:01;G19789
G20526;Børnehuset Svalereden;0a3f50c0-cb56-32b8-e044-0003ba298018;Svalevej;6;Asferg;8990;Fårup;730;;;56.54900438;9.93216047;2010;6012;svalereden@randers.dk;89159320;29189668;1006396804;22-03-2021 08:30:04;G19789
G20537;Børnehuset Gassum;0a3f50c0-ce0c-32b8-e044-0003ba298018;Østervænget;15;Gassum;8981;Spentrup;730;;;56.57695835;10.00001193;2547;6012;bornehusetgassum@randers.dk;89159314;29189668;1006400280;22-03-2021 08:30:03;G19789
G20538;Børnehuset Bjerregrav;0a3f50c0-ce1b-32b8-e044-0003ba298018;Åkandevej;6;Øster Bjerregrav;8920;Randers NV;730;;;56.484322;9.90569701;2555;6012;Bjerregravbh@randers.dk;89154830;29189668;1017035696;28-06-2020 15:00:48;G19789
G20542;Børnehuset Jennumparken;17d63c70-f6a4-4a38-b2c7-fbf7cdd7f372;Gl. Jennumvej;2;;8930;Randers NØ;730;;;56.48314674;10.03537772;654;6012;boernehuset.jennumparken@randers.dk;89159650;29189668;1003357163;28-06-2020 15:18:30;G19790
G20549;Børnehuset Lervangen;726d2fb0-9e70-4c65-9fed-a46044f85a07;Lervangen;43F;;8930;Randers NØ;730;;;56.47581224;10.02925228;1206;6012;lions.vuggestue@randers.dk;89159775;29189668;1024806886;28-06-2020 15:30:49;G19790
G20319;Jennumparkens Fritidshjem;17d63c70-f6a4-4a38-b2c7-fbf7cdd7f372;Gl. Jennumvej;2;;8930;Randers NØ;730;;;56.48314674;10.03537772;654;6020;jennumparken.fritidshjem@randers.dk;89159450;29189668;1003357199;05-01-2023 08:00:09;G19790
G20094;Vuggestuen Grønnegade;0a3f50c0-f1cd-32b8-e044-0003ba298018;Grønnegade;2;;8900;Randers C;730;;;56.46364855;10.03551251;696;6010;groennegade@randers.dk;89159380;29189668;1003357308;26-06-2020 12:46:01;G19790
G20095;Vuggestuen Minimax;2029d015-34df-4bf9-a45d-031227ab893a;Nyvangsvej;25;;8900;Randers C;730;;;56.46717337;10.02544768;1480;6012;minimax@randers.dk;21472947;29189668;1003357539;21-04-2023 10:30:11;G19790
G20096;Børnehaven Dragonvej;0a3f50c0-df0d-32b8-e044-0003ba298018;Dragonvej;3;;8900;Randers C;730;;;56.46385552;10.04085776;363;6011;dragonvej@randers.dk;89159891;29189668;1003357060;26-06-2020 12:46:02;G19790
G19820;Jennumparkens Juniorklub;17d63c70-f6a4-4a38-b2c7-fbf7cdd7f372;Gl. Jennumvej;2;;8930;Randers NØ;730;;;56.48314674;10.03537772;654;6021;jennumparken.fritidshjem@randers.dk;89159450;29189668;1003357199;05-01-2023 08:00:09;G19790
G19811;Vuggestuen Firkløveren;0a3f50c1-1df8-32b8-e044-0003ba298018;Spindervej;11;;8900;Randers C;730;;;56.46831854;10.03720972;1916;6010;firkloeveren@randers.dk;89159700;29189668;1003357564;26-06-2020 12:31:20;G19790
G19812;Børnehuset Lindehuset;0a3f50c1-395c-32b8-e044-0003ba298018;Slyngborggade;8;;8900;Randers C;730;;;56.46259109;10.03087477;1877;6012;lindehuset@randers.dk;89159710;29189668;1004640110;26-06-2020 12:31:21;G19790
G19813;Huset Nyvang;0a3f50c1-2b03-32b8-e044-0003ba298018;Rindsvej;2;;8920;Randers NV;730;;;56.47546432;10.02520261;1665;6012;boernehuset.nyvang@randers.dk;89159370;29189668;1003358201;26-06-2020 12:31:21;G19790
G19814;Kristrup Vuggestue;0a3f50c1-4ab6-32b8-e044-0003ba298018;Vennelystvej;60;;8960;Randers SØ;730;;;56.44525775;10.05986449;2379;6010;kristrupvuggestue@randers.dk;89159520;24196232;1006397034;26-06-2020 12:31:22;G19791
G19815;Børnehaven Bredstrupsgade;50f7c255-9771-4446-94b0-bb7c49a2a836;Bredstrupsgade;1;;8900;Randers C;730;;;56.46488043;10.02892424;220;6011;bredstrupsgade@randers.dk;89159400;16570184;1005821001;26-06-2020 12:31:22;G19792
G19816;Børnehuset Himmelblå;0a3f50c1-2017-32b8-e044-0003ba298018;Nørresundbyvej;14A;;8940;Randers SV;730;;;56.4456228;10.04006729;1502;6012;himmelblaa@randers.dk;89159820;24201910;1006402507;04-01-2021 09:00:28;G19793
G20097;Den Selvejende Inst. Glentevej;0a3f50c0-f0b4-32b8-e044-0003ba298018;Glentevej;2;Randers By;8930;Randers NØ;730;;;56.47619404;10.03484733;663;6012;glentevej@randers.dk;89159755;24196038;1006396841;26-06-2020 12:46:02;G19794
G19817;Kristrup Børnehus;0a3f50c1-2962-32b8-e044-0003ba298018;R. Hougårds Vej;44B;;8960;Randers SØ;730;;;56.43995155;10.06046292;1621;6012;kristrup.bornehus@randers.dk;89159560;27098916;1009770913;23-09-2021 08:30:02;G19795
G20099;Børnehaven Tirsdalen;0a3f50c1-4a5f-32b8-e044-0003ba298018;Vennelystvej;28;;8960;Randers SØ;730;;;56.44378814;10.05412973;2379;6011;tirsdalen@randers.dk;89159480;24196224;1006397022;26-06-2020 12:46:03;G19796
G19818;Børnehaven og Vuggestuen Rådmands Boulevard;0a3f50c1-2e17-32b8-e044-0003ba298018;Rådmands Boulevard;44;;8900;Randers C;730;;;56.46819517;10.02160558;1742;6012;boerneasylrds@randers.dk;89159260;24196178;1006396968;24-03-2021 15:30:06;G19797
G20098;Helsted Børnehus;0a3f50c1-2d6b-32b8-e044-0003ba298018;Rønnebærvej;31;;8920;Randers NV;730;;;56.48078505;9.99004455;1729;6012;helsted.boernehave@randers.dk;89159799;24196151;1006396956;26-06-2020 12:46:02;G19798
G20409;Børnehuset Mariendal;591e9172-cd75-0f16-e044-0003ba298018;Bøsbrovej;72;;8940;Randers SV;730;;;56.44314111;10.03707972;281;6012;mariendal@randers.dk;89159640;24196089;1006396889;26-06-2020 13:17:02;G19799
G19819;Den Selvejende Inst. Glentevej (501);0a3f50c0-f0b4-32b8-e044-0003ba298018;Glentevej;2;Randers By;8930;Randers NØ;730;;;56.47619404;10.03484733;663;6020;fg@randers.dk;89159620;24196038;1006396841;22-03-2021 08:30:03;G19800
G19821;Vorup Børne- og Ungdomshus F.;a991c75b-7bfb-41c1-86ea-e75d05978a53;Nørresundbyvej;14B;;8940;Randers SV;730;;;56.44537028;10.04019033;1502;6020;vbu@randers.dk;89154870;24196100;1006396890;26-06-2020 12:31:24;G19802
G19822;Fiskergården - bhv.kl. 1.-3.;0a3f50c0-e55f-32b8-e044-0003ba298018;Fiskergårdsvej;31;;8920;Randers NV;730;;;56.48432825;10.0008544;507;6021;Fiskergarden@randers.dk;86434200;29189668;1019171066;26-06-2020 12:31:24;G19803
G20540;Havndal dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:15:56;G19804
G20527;Nord/Vest dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;22-10-2020 14:30:26;G19804
G20528;Langå dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:31:03;G19804
G20523;Blicher dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:00:54;G19804
G20524;Søndermarken dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:31:04;G19804
G20525;Assentoft dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:00:55;G19804
G20501;Bjerreg/Helsted dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;21-10-2020 14:00:28;G19804
G20502;Fårup dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:15:56;G19804
G20503;Munkholm dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:31:03;G19804
G20504;Kristrup dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:31:03;G19804
G20505;Grønhøj dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:15:56;G19804
G20506;Korshøj dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;29-06-2020 12:31:03;G19804
G20508;Øst/Dronningbor dagplejeområde;0a3f5094-de70-32b8-e044-0003ba298018;Vestergrave;30;;8900;Randers C;730;;;56.45804509;10.03622025;2404;6013;dagplejen@randers.dk;89151409;29189668;1019386569;22-10-2020 14:00:32;G19804
G20104;Gårdklubben Fiskergården;0a3f50c0-e55f-32b8-e044-0003ba298018;Fiskergårdsvej;31;;8920;Randers NV;730;;;56.48432825;10.0008544;507;6021;Fiskergarden@randers.dk;86434200;29189668;1019171066;26-06-2020 12:46:04;G19805
G20129;Børnehaven Næshøj;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6011;;29204134;55133018;1003366380;04-03-2022 08:30:10;G19823
G20130;Børnehuset Pilehaven;98e9f01d-9132-49f2-a6b0-971c64039883;Rødlundvænget;35;Lillering;8462;Harlev J;751;;;56.14274544;9.98684934;6945;6012;;21158405;55133018;1010577981;13-10-2020 12:30:29;G19823
G19855;Vuggestuen Den Grønne Gren;0a3f50c2-f960-32b8-e044-0003ba298018;Grønhøjvej;62;;8462;Harlev J;751;;;56.14547062;10.00104283;2662;6010;;21158456;55133018;1003363150;26-06-2020 12:31:30;G19823
G19856;Regnbuen, Harlev;6deb4f77-932d-4058-9f10-5004e1dfa572;Næshøjvej;20;;8462;Harlev J;751;;;56.14524187;9.9937599;6039;6012;;41864375;55133018;1003365165;06-10-2022 11:30:06;G19823
G20324;Kompasset;84e5e1e6-8102-430e-9505-4f35be997425;Rødlundvænget;37;Lillering;8462;Harlev J;751;;;56.14303469;9.98607103;6945;6012;;21301876;55133018;1005116343;23-05-2023 07:30:04;G19823
G25181;Dagplejen Harlev 14;84e5e1e6-8102-430e-9505-4f35be997425;Rødlundvænget;37;Lillering;8462;Harlev J;751;;;56.14303469;9.98607103;6945;6013;;51167004;55133018;1015428062;01-03-2023 12:00:08;G19823
G24993;Dagplejen Harlev 13;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;01-03-2023 08:00:11;G19823
G24929;Dagplejen Harlev 12;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;01-03-2023 08:00:11;G19823
G24176;Dagplejen Harlev 11;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;21-09-2021 13:00:22;G19823
G23943;Dagplejen Harlev 1;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;18-03-2021 09:30:24;G19823
G23944;Dagplejen Harlev 3;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;18-03-2021 09:30:25;G19823
G23945;Dagplejen Harlev 2;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;18-03-2021 09:45:25;G19823
G23946;Dagplejen Harlev 5;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;18-03-2021 09:45:25;G19823
G23949;Dagplejen Harlev 6;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;18-03-2021 10:00:30;G19823
G23952;Dagplejen Harlev 9;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;18-03-2021 10:15:24;G19823
G23962;Dagplejen Harlev 4;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;01-03-2023 08:00:11;G19823
G25251;Dagplejen Harlev 15;a7e045dc-149d-45a8-93ab-f778018dfb1a;Sydbakken;6;;8462;Harlev J;751;;;56.1420981;9.9986436;8148;6013;;29204018;55133018;1015428062;14-06-2023 10:34:31;G19823
G24941;Børnehuset 27-29 (2);0a3f50c3-8053-32b8-e044-0003ba298018;Langenæs Allé;29;;8000;Aarhus C;751;;;56.14183873;10.18369592;4799;6022;;2131 5963;55133018;1003364455;10-05-2022 10:00:09;G19825
G20570;Børnehuset 27-29 (1);0a3f50c3-8053-32b8-e044-0003ba298018;Langenæs Allé;29;;8000;Aarhus C;751;;;56.14183873;10.18369592;4799;6012;;21315963;55133018;1003364455;10-05-2022 09:30:09;G19825
G20135;Naturbørnehaven Giberhytten;e27c4cd0-fa32-4ddb-a8ed-c0e33343f721;Langenæsstien;6B;;8000;Aarhus C;751;;;56.14447329;10.18303651;4803;6011;;23380724;55133018;1003362877;29-06-2022 13:00:12;G19825
G20136;Naturbørnehaven Projekt Mariendal;5d599fe0-ec3e-4335-b3ab-87b1f9f0719d;Langenæsstien;6A;;8000;Aarhus C;751;;;56.14419823;10.18361055;4803;6011;;41857255;55133018;1016718730;11-02-2022 12:30:06;G19825
G19859;Vuggestuen Langenæsstien 6D;4a8a0e89-f644-41f4-8023-ecd29497e6eb;Langenæsstien;6D;;8000;Aarhus C;751;;;56.14421705;10.18258393;4803;6010;;41848481;55133018;1003860523;20-01-2023 10:00:13;G19825
G19860;Vuggestuen Læssøesgade;8876cd50-e338-480d-89a5-66c8828c7b25;Læssøesgade;22;;8000;Aarhus C;751;;;56.14653232;10.18898082;5151;6010;;24419061;55133018;1003366318;26-06-2020 12:31:32;G19825
G19861;Vuggestuen Ankersgade;0a3f50c2-6b17-32b8-e044-0003ba298018;Ankersgade;19;;8000;Aarhus C;751;st;;56.14788286;10.19103059;214;6010;;41857262;55133018;1004235946;13-12-2022 08:00:07;G19825
G19862;Langenæsstien 6B;e27c4cd0-fa32-4ddb-a8ed-c0e33343f721;Langenæsstien;6B;;8000;Aarhus C;751;;;56.14447329;10.18303651;4803;6012;;23380724;55133018;1003364467;29-06-2022 13:00:12;G19825
G19863;Langenæsstien 8B;b45da32f-942b-4bed-8559-55c1cb1a2911;Langenæsstien;8B;;8000;Aarhus C;751;;;56.14401796;10.18259037;4803;6012;;41872082;55133018;1003364030;16-06-2022 11:00:10;G19825
G19864;Langenæsstien 6A;5d599fe0-ec3e-4335-b3ab-87b1f9f0719d;Langenæsstien;6A;;8000;Aarhus C;751;;;56.14419823;10.18361055;4803;6012;;23380724;55133018;1003860535;07-07-2023 09:30:08;G19825
G19865;Naturbørnehaven Søndervang;2514ce36-af0c-46ff-8b0d-c84961e9dccc;Søndervangs Allé;40;;8260;Viby J;751;;;56.11126075;10.14948869;8257;6011;;87138178;55133018;1003860535;13-10-2020 12:45:26;G19825
G19867;Vuggestuen Kroghsgade;338bf841-7585-457b-8cff-25c97c310c4d;Kroghsgade;1;;8000;Aarhus C;751;;;56.14575482;10.19691831;4593;6010;;41857566;55133018;1003460202;13-10-2020 12:45:26;G19826
G19868;Naturbørnehaven Ajstrup (Aarhus);e29da9b1-edd6-43c0-acf1-fecf8983e4c5;Læssøesgade;24;;8000;Aarhus C;751;;;56.14637661;10.18835438;5151;6011;;41872458;55133018;1004640432;07-12-2022 12:30:06;G19826
G19869;Naturbhv. Ajstrup;9fd9c7e3-ffc9-432b-bca8-f1c54c80454b;Ajstrup Strandvej;1;;8340;Malling;751;;;56.0396197;10.23812996;109;6011;;4187 2458;55133018;1004640432;08-12-2022 16:00:10;G19826
G20137;Vuggestuen Marselis Blv. 48;018ec335-c5af-4985-bf27-143fc3c043a6;Marselis Boulevard;48;;8000;Aarhus C;751;;;56.14117004;10.19575274;5320;6010;;23844866;55133018;1003361365;14-12-2021 15:35:33;G19826
G20138;Vuggestuen Jægergårdsgade;0a3f50c3-547b-32b8-e044-0003ba298018;Jægergårdsgade;70;;8000;Aarhus C;751;;;56.14752921;10.2011103;4015;6010;;41857279;55133018;1006397319;26-06-2020 12:46:11;G19826
G20332;Børnehuset Ole Rømer;92a3d402-e294-4a33-89a1-eed4ed1fa624;Ole Rømers Gade;36;;8000;Aarhus C;751;;;56.14674547;10.19668657;6165;6010;;23263551;55133018;1003365244;26-06-2020 13:01:03;G19826
G20333;Frederiksbjerg Børnehus;8a681a53-7ec6-4776-b9a9-9c3f5dc13e61;Skt. Anna Gade;42;;8000;Aarhus C;751;;;56.14587332;10.19821836;7413;6011;;41857239;55133018;1003364704;26-06-2020 13:01:03;G19826
G20334;Børnehuset Jægergårdsgade;a7d04c31-2378-4ab0-90d1-51ed84e8d47d;Jægergårdsgade;68;;8000;Aarhus C;751;;;56.1476432;10.20093872;4015;6012;;41872458;55133018;1011338379;06-01-2023 10:30:05;G19826
G20588;Børnehaven Guldbryllupsasylet;23ec1e5d-853e-4da5-9317-31757a17422c;Skt. Pauls Gade;31;;8000;Aarhus C;751;;;56.14606428;10.20067926;7453;6011;;41857224;55133018;1019928655;16-12-2020 11:00:47;G19826
G24872;International Day Nursery - Aarhus;119e460f-bc1c-4052-a407-03fd194e96cc;Marselis Boulevard;50;;8000;Aarhus C;751;;;56.14067317;10.19602813;5320;6010;;23743307;55133018;1027760623;16-03-2022 12:00:11;G19826
G20571;Langenæsen;0c65634c-da1e-30a3-e044-0003ba298018;Langenæs Allé;54;;8000;Aarhus C;751;;;56.142192;10.18105218;4799;6012;;41872983;24196569;1006397332;01-09-2020 09:45:33;G19827
G20565;DII Børnegården Sct. Anna;41b9dac7-6164-40f0-8f7b-3909bfef01a4;Skt. Anna Gade;34;;8000;Aarhus C;751;;;56.14640292;10.1981909;7413;6012;;4185 7290;45945316;1003366057;10-10-2022 12:30:10;G19828
G20566;Børnehuset Jorden Rundt;19ffc408-17ed-4dc1-b8e7-6204aeab5c41;Rundhøj Allé;83;;8270;Højbjerg;751;;;56.1186626;10.17502523;6839;6012;;41858100;55133018;1003364935;20-10-2020 09:30:29;G19829
G20560;Vuggestuen 65;f875a33f-c64e-45e1-bae2-0f303faa0b69;Rundhøj Allé;65;;8270;Højbjerg;751;;;56.12024355;10.17602245;6839;6010;;41859880;55133018;1003365566;11-02-2021 09:00:26;G19829
G24892;Dagplejen Højbjerg og Holme 10;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;;55133018;1015722432;11-01-2022 14:00:07;G19829
G24158;Dagplejen Højbjerg og Holme 9;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;41857606;55133018;1015722432;06-08-2021 08:30:30;G19829
G23985;Dagplejen Højbjerg og Holme 1;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;41857606;55133018;1015722432;18-03-2021 11:45:26;G19829
G23986;Dagplejen Højbjerg og Holme 3;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;41857606;55133018;1015722432;18-03-2021 11:45:26;G19829
G23989;Dagplejen Højbjerg og  Holme 6;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;41857606;55133018;1015722432;18-03-2021 12:00:27;G19829
G23999;Dagplejen Højbjerg og Holme 5;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;40857606;55133018;1015722432;18-03-2021 12:45:24;G19829
G24000;Dagplejen Højbjerg og Holme 7;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;41857606;55133018;1015722432;18-03-2021 12:45:25;G19829
G24003;Dagplejen Højbjerg og Holme 4;00515b92-a78a-409c-a3ac-1932d0c3c8d8;Sadelmagertoften;23;;8270;Højbjerg;751;;;56.10688964;10.1681292;7047;6013;;41857606;55133018;1015722432;18-03-2021 13:00:25;G19829
G20140;Elverhøj;f047face-1e74-4dfa-9884-bc500931095c;Nygårdsvej;11;;8270;Højbjerg;751;;;56.11062342;10.17520045;6001;6012;;23381245;55133018;1003365050;02-05-2023 09:30:10;G19829
G19870;Holmetræet;275a04df-b4c6-4882-8b84-53affd121405;Hjulbjergvej;127;;8270;Højbjerg;751;;;56.11270108;10.18392797;3341;6012;merug@aarhus.dk;41848529;55133018;1003363472;02-05-2023 11:00:07;G19829
G19871;Kløverhulen;0a3f5096-a4a4-32b8-e044-0003ba298018;Nygårdsvej;3B;;8270;Højbjerg;751;;;56.10984947;10.17390857;6001;6012;;51576696;55133018;1003365037;30-03-2023 09:30:06;G19829
G19872;Børnehuset Tulshøjvej 5;0093209b-2ae0-48c8-ad01-83638d08d9b3;Tulshøjvej;5;;8270;Højbjerg;751;;;56.1130109;10.17264379;8829;6012;amjo@aarhus.dk;41857255;55133018;1003366690;13-02-2023 13:30:11;G19829
G19873;Flyverhøjen;792da432-a23a-4ba4-9116-edbda1b6642b;Nygårdsvej;15;;8270;Højbjerg;751;;;56.11062308;10.17617946;6001;6012;;;55133018;1005105974;19-10-2020 12:00:28;G19829
G19875;Holme Børnehus;fb2660a7-9f12-4842-a34b-b4ce418029d2;Urmagertoften;24;;8270;Højbjerg;751;;;56.10730091;10.16834667;8939;6012;berei@aarhus.dk;41857606;55133018;1003366720;26-06-2020 12:31:37;G19829
G19878;Børnehuset Eghovedvej;7328a8c4-016e-47a2-94bb-eceb1b234d7a;Eghovedvej;1;;8340;Malling;751;;;56.04259835;10.19762941;1623;6012;;21479147;55133018;1003362300;30-06-2020 19:20:40;G19830
G19879;Børnehuset Grønnebakken;0fbb6bd0-75d3-4a90-b0db-445fe73069cc;Præstetoften;1;;8330;Beder;751;;;56.06095157;10.21918444;6546;6012;;23263902;55133018;1003362087;30-06-2020 19:20:41;G19830
G19881;Børnehuset Østerskov;5a1a4b39-e001-4baf-85c5-1108f905f4cb;Mallinggårdsvej;6;;8340;Malling;751;;;56.04246483;10.20534268;5258;6012;;2478 2277;55133018;1004643509;13-03-2023 15:00:09;G19830
G20145;Børnehuset Smilehullet, Beder;ae42c9cb-1a39-416c-9105-2d6bc053cef6;Fuldenvej;140A;;8330;Beder;751;;;56.06128559;10.21610501;2331;6012;;51837308;55133018;1003362075;03-12-2021 06:00:07;G19830
G20146;Børnehuset Amaliegården;ed4c5626-034d-4c36-8152-1b7e191274fe;Byagervej;98;;8330;Beder;751;;;56.05535346;10.20501018;973;6012;;51837298;55133018;1003362051;17-08-2021 12:45:26;G19830
G20337;Børnehuset Ajstrupvej;682aab22-fb41-4aed-921f-cdbc14c030c6;Ajstrupvej;47;;8340;Malling;751;;;56.0383605;10.20005734;105;6012;;23741709;55133018;1003361493;30-06-2020 19:20:40;G19830
G20338;Børnehuset Tværgade;0393f6f7-8873-4077-92b4-a8ce235fdb1a;Tværgade;3;;8340;Malling;751;;;56.03779429;10.19683167;8847;6012;;24783783;55133018;1003366707;30-06-2020 19:20:40;G19830
G20465;Børnehuset Himmelblå (304);f81223e8-a828-4862-b9aa-9581e2ab6cc0;Byagervej;96;;8330;Beder;751;;;56.05452845;10.20483977;973;6012;;24592650;55133018;1003362038;24-11-2021 13:00:11;G19830
G24005;Dagplejen Beder og Malling 1;3e78bdda-7025-4fc9-89d4-11ad8dd11b80;Bredgade;5;;8340;Malling;751;;;56.04806463;10.19778063;872;6013;;29204025;55133018;1015721754;24-11-2021 13:00:12;G19830
G24023;Dagplejen Beder og Malling 9;3e78bdda-7025-4fc9-89d4-11ad8dd11b80;Bredgade;5;;8340;Malling;751;;;56.04806463;10.19778063;872;6013;;29204025;55133018;1015721754;24-11-2021 13:00:12;G19830
G24015;Dagplejen Beder og Malling 8;3e78bdda-7025-4fc9-89d4-11ad8dd11b80;Bredgade;5;;8340;Malling;751;;;56.04806463;10.19778063;872;6013;;29204025;55133018;1015721754;24-11-2021 13:00:11;G19830
G24016;Dagplejen Beder og Malling 10;3e78bdda-7025-4fc9-89d4-11ad8dd11b80;Bredgade;5;;8340;Malling;751;;;56.04806463;10.19778063;872;6013;;29204025;55133018;1015721754;24-11-2021 13:00:12;G19830
G24017;Dagplejen Beder og Malling 12;3e78bdda-7025-4fc9-89d4-11ad8dd11b80;Bredgade;5;;8340;Malling;751;;;56.04806463;10.19778063;872;6013;;29204025;55133018;1015721754;24-11-2021 13:00:12;G19830
G24018;Dagplejen Beder og Malling 13;3e78bdda-7025-4fc9-89d4-11ad8dd11b80;Bredgade;5;;8340;Malling;751;;;56.04806463;10.19778063;872;6013;;29204025;55133018;1015721754;24-11-2021 13:00:12;G19830
G24028;Dagplejen Beder og Malling 11;3e78bdda-7025-4fc9-89d4-11ad8dd11b80;Bredgade;5;;8340;Malling;751;;;56.04806463;10.19778063;872;6013;;29204025;55133018;1015721754;24-11-2021 13:00:12;G19830
